store_id,merchant_id,server_id,customer_id,acq_channel,signup_month,country
M017-ST2,M017,S04,C009169,organic,2021-08,MY
M017-ST2,M017,S04,C009170,organic,2021-08,MY
M017-ST2,M017,S04,C009171,organic,2021-08,MY
M017-ST2,M017,S04,C009172,merchant-referral,2021-08,MY
M017-ST2,M017,S04,C009173,paid-social,2021-08,MY
M017-ST2,M017,S04,C009174,organic,2021-08,MY
M017-ST2,M017,S04,C009175,merchant-referral,2021-08,MY
M017-ST2,M017,S04,C009176,organic,2021-08,MY
M017-ST2,M017,S04,C009177,organic,2021-09,MY
M017-ST2,M017,S04,C009178,merchant-referral,2021-09,MY
M017-ST2,M017,S04,C009179,organic,2021-09,MY
M017-ST2,M017,S04,C009180,promo,2021-09,MY
M017-ST2,M017,S04,C009181,paid-social,2021-09,MY
M017-ST2,M017,S04,C009182,organic,2021-09,MY
M017-ST2,M017,S04,C009183,promo,2021-09,MY
M017-ST2,M017,S04,C009184,organic,2021-09,MY
M017-ST2,M017,S04,C009185,merchant-referral,2021-09,MY
M017-ST2,M017,S04,C009186,merchant-referral,2021-10,MY
M017-ST2,M017,S04,C009187,promo,2021-10,MY
M017-ST2,M017,S04,C009188,promo,2021-10,MY
M017-ST2,M017,S04,C009189,organic,2021-10,MY
M017-ST2,M017,S04,C009190,promo,2021-10,MY
M017-ST2,M017,S04,C009191,promo,2021-10,MY
M017-ST2,M017,S04,C009192,merchant-referral,2021-10,MY
M017-ST2,M017,S04,C009193,merchant-referral,2021-10,MY
M017-ST2,M017,S04,C009194,promo,2021-10,MY
M017-ST2,M017,S04,C009195,merchant-referral,2021-11,MY
M017-ST2,M017,S04,C009196,merchant-referral,2021-11,MY
M017-ST2,M017,S04,C009197,promo,2021-11,MY
M017-ST2,M017,S04,C009198,organic,2021-11,MY
M017-ST2,M017,S04,C009199,organic,2021-11,MY
M017-ST2,M017,S04,C009200,organic,2021-11,MY
M017-ST2,M017,S04,C009201,organic,2021-12,MY
M017-ST2,M017,S04,C009202,paid-social,2021-12,MY
M017-ST2,M017,S04,C009203,paid-social,2021-12,MY
M017-ST2,M017,S04,C009204,merchant-referral,2021-12,MY
M017-ST2,M017,S04,C009205,organic,2021-12,MY
M017-ST2,M017,S04,C009206,organic,2021-12,MY
M017-ST2,M017,S04,C009207,organic,2021-12,MY
M017-ST2,M017,S04,C009208,merchant-referral,2021-12,MY
M017-ST2,M017,S04,C009209,promo,2021-12,MY
M017-ST2,M017,S04,C009210,paid-social,2021-12,MY
M017-ST2,M017,S04,C009211,organic,2021-12,MY
M017-ST2,M017,S04,C009212,organic,2021-12,MY
M017-ST2,M017,S04,C009213,organic,2021-12,MY
M017-ST2,M017,S04,C009214,merchant-referral,2021-12,MY
M017-ST2,M017,S04,C009215,organic,2021-12,MY
M017-ST2,M017,S04,C009216,promo,2021-12,MY
M017-ST2,M017,S04,C009217,merchant-referral,2021-12,MY
M017-ST2,M017,S04,C009218,promo,2021-12,MY
M017-ST2,M017,S04,C009219,paid-social,2022-01,MY
M017-ST2,M017,S04,C009220,promo,2022-01,MY
M017-ST2,M017,S04,C009221,promo,2022-01,MY
M017-ST2,M017,S04,C009222,merchant-referral,2022-01,MY
M017-ST2,M017,S04,C009223,organic,2022-01,MY
M017-ST2,M017,S04,C009224,organic,2022-02,MY
M017-ST2,M017,S04,C009225,paid-social,2022-02,MY
M017-ST2,M017,S04,C009226,organic,2022-02,MY
M017-ST2,M017,S04,C009227,merchant-referral,2022-02,MY
M017-ST2,M017,S04,C009228,organic,2022-02,MY
M017-ST2,M017,S04,C009229,organic,2022-02,MY
M017-ST2,M017,S04,C009230,merchant-referral,2022-02,MY
M017-ST2,M017,S04,C009231,merchant-referral,2022-02,MY
M017-ST2,M017,S04,C009232,paid-social,2022-02,MY
M017-ST2,M017,S04,C009233,organic,2022-02,MY
M017-ST2,M017,S04,C009234,organic,2022-02,MY
M017-ST2,M017,S04,C009235,paid-social,2022-02,MY
M017-ST2,M017,S04,C009236,promo,2022-02,MY
M017-ST2,M017,S04,C009237,organic,2022-02,MY
M017-ST2,M017,S04,C009238,paid-social,2022-02,MY
M017-ST2,M017,S04,C009239,organic,2022-03,MY
M017-ST2,M017,S04,C009240,merchant-referral,2022-03,MY
M017-ST2,M017,S04,C009241,paid-social,2022-03,MY
M017-ST2,M017,S04,C009242,organic,2022-03,MY
M017-ST2,M017,S04,C009243,merchant-referral,2022-03,MY
M017-ST2,M017,S04,C009244,organic,2022-03,MY
M017-ST2,M017,S04,C009245,organic,2022-03,MY
M017-ST2,M017,S04,C009246,organic,2022-04,MY
M017-ST2,M017,S04,C009247,paid-social,2022-04,MY
M017-ST2,M017,S04,C009248,organic,2022-04,MY
M017-ST2,M017,S04,C009249,organic,2022-04,MY
M017-ST2,M017,S04,C009250,organic,2022-04,MY
M017-ST2,M017,S04,C009251,organic,2022-04,MY
M017-ST2,M017,S04,C009252,merchant-referral,2022-04,MY
M017-ST2,M017,S04,C009253,organic,2022-05,MY
M017-ST2,M017,S04,C009254,paid-social,2022-05,MY
M017-ST2,M017,S04,C009255,promo,2022-05,MY
M017-ST2,M017,S04,C009256,merchant-referral,2022-05,MY
M017-ST2,M017,S04,C009257,organic,2022-06,MY
M017-ST2,M017,S04,C009258,paid-social,2022-06,MY
M017-ST2,M017,S04,C009259,organic,2022-06,MY
M017-ST2,M017,S04,C009260,paid-social,2022-06,MY
M017-ST2,M017,S04,C009261,organic,2022-06,MY
M017-ST2,M017,S04,C009262,promo,2022-06,MY
M017-ST2,M017,S04,C009263,promo,2022-06,MY
M017-ST2,M017,S04,C009264,merchant-referral,2022-06,MY
M017-ST2,M017,S04,C009265,organic,2022-07,MY
M017-ST2,M017,S04,C009266,organic,2022-07,MY
M017-ST2,M017,S04,C009267,merchant-referral,2022-07,MY
M017-ST2,M017,S04,C009268,paid-social,2022-07,MY
M017-ST2,M017,S04,C009269,organic,2022-07,MY
M017-ST2,M017,S04,C009270,merchant-referral,2022-07,MY
M017-ST2,M017,S04,C009271,organic,2022-07,MY
M017-ST2,M017,S04,C009272,organic,2022-07,MY
M017-ST2,M017,S04,C009273,organic,2022-07,MY
M017-ST2,M017,S04,C009274,paid-social,2022-07,MY
M017-ST2,M017,S04,C009275,merchant-referral,2022-08,MY
M017-ST2,M017,S04,C009276,promo,2022-08,MY
M017-ST2,M017,S04,C009277,promo,2022-08,MY
M017-ST2,M017,S04,C009278,organic,2022-08,MY
M017-ST2,M017,S04,C009279,merchant-referral,2022-08,MY
M017-ST2,M017,S04,C009280,paid-social,2022-08,MY
M017-ST2,M017,S04,C009281,promo,2022-08,MY
M017-ST2,M017,S04,C009282,promo,2022-08,MY
M017-ST2,M017,S04,C009283,merchant-referral,2022-08,MY
M017-ST2,M017,S04,C009284,organic,2022-09,MY
M017-ST2,M017,S04,C009285,organic,2022-09,MY
M017-ST2,M017,S04,C009286,organic,2022-09,MY
M017-ST2,M017,S04,C009287,promo,2022-09,MY
M017-ST2,M017,S04,C009288,organic,2022-09,MY
M017-ST2,M017,S04,C009289,organic,2022-09,MY
M017-ST2,M017,S04,C009290,organic,2022-10,MY
M017-ST2,M017,S04,C009291,paid-social,2022-10,MY
M017-ST2,M017,S04,C009292,organic,2022-10,MY
M017-ST2,M017,S04,C009293,merchant-referral,2022-10,MY
M017-ST2,M017,S04,C009294,organic,2022-10,MY
M017-ST2,M017,S04,C009295,organic,2022-10,MY
M017-ST2,M017,S04,C009296,promo,2022-10,MY
M017-ST2,M017,S04,C009297,organic,2022-10,MY
M017-ST2,M017,S04,C009298,organic,2022-10,MY
M017-ST2,M017,S04,C009299,promo,2022-10,MY
M017-ST2,M017,S04,C009300,organic,2022-10,MY
M017-ST2,M017,S04,C009301,merchant-referral,2022-11,MY
M017-ST2,M017,S04,C009302,promo,2022-11,MY
M017-ST2,M017,S04,C009303,organic,2022-11,MY
M017-ST2,M017,S04,C009304,merchant-referral,2022-11,MY
M017-ST2,M017,S04,C009305,organic,2022-11,MY
M017-ST2,M017,S04,C009306,organic,2022-11,MY
M017-ST2,M017,S04,C009307,promo,2022-11,MY
M017-ST2,M017,S04,C009308,organic,2022-11,MY
M017-ST2,M017,S04,C009309,organic,2022-11,MY
M017-ST2,M017,S04,C009310,paid-social,2022-11,MY
M017-ST2,M017,S04,C009311,merchant-referral,2022-11,MY
M017-ST2,M017,S04,C009312,organic,2022-11,MY
M017-ST2,M017,S04,C009313,organic,2022-11,MY
M017-ST2,M017,S04,C009314,promo,2022-11,MY
M017-ST2,M017,S04,C009315,organic,2022-11,MY
M017-ST2,M017,S04,C009316,organic,2022-11,MY
M017-ST2,M017,S04,C009317,paid-social,2022-11,MY
M017-ST2,M017,S04,C009318,merchant-referral,2022-12,MY
M017-ST2,M017,S04,C009319,merchant-referral,2022-12,MY
M017-ST2,M017,S04,C009320,promo,2022-12,MY
M017-ST2,M017,S04,C009321,organic,2022-12,MY
M017-ST2,M017,S04,C009322,merchant-referral,2022-12,MY
M017-ST2,M017,S04,C009323,organic,2022-12,MY
M017-ST2,M017,S04,C009324,organic,2022-12,MY
M017-ST2,M017,S04,C009325,organic,2022-12,MY
M017-ST2,M017,S04,C009326,organic,2022-12,MY
M017-ST2,M017,S04,C009327,promo,2023-01,MY
M017-ST2,M017,S04,C009328,organic,2023-01,MY
M017-ST2,M017,S04,C009329,organic,2023-01,MY
M017-ST2,M017,S04,C009330,paid-social,2023-01,MY
M017-ST2,M017,S04,C009331,merchant-referral,2023-01,MY
M017-ST2,M017,S04,C009332,organic,2023-01,MY
M017-ST2,M017,S04,C009333,organic,2023-01,MY
M017-ST2,M017,S04,C009334,organic,2023-01,MY
M017-ST2,M017,S04,C009335,organic,2023-01,MY
M017-ST2,M017,S04,C009336,organic,2023-02,MY
M017-ST2,M017,S04,C009337,paid-social,2023-02,MY
M017-ST2,M017,S04,C009338,merchant-referral,2023-02,MY
M017-ST2,M017,S04,C009339,merchant-referral,2023-02,MY
M017-ST2,M017,S04,C009340,paid-social,2023-02,MY
M017-ST2,M017,S04,C009341,organic,2023-02,MY
M017-ST2,M017,S04,C009342,merchant-referral,2023-02,MY
M017-ST2,M017,S04,C009343,merchant-referral,2023-02,MY
M017-ST2,M017,S04,C009344,merchant-referral,2023-02,MY
M017-ST2,M017,S04,C009345,organic,2023-02,MY
M017-ST2,M017,S04,C009346,organic,2023-02,MY
M017-ST2,M017,S04,C009347,organic,2023-02,MY
M017-ST2,M017,S04,C009348,organic,2023-03,MY
M017-ST2,M017,S04,C009349,merchant-referral,2023-03,MY
M017-ST2,M017,S04,C009350,promo,2023-03,MY
M017-ST2,M017,S04,C009351,promo,2023-03,MY
M017-ST2,M017,S04,C009352,paid-social,2023-03,MY
M017-ST2,M017,S04,C009353,paid-social,2023-03,MY
M017-ST2,M017,S04,C009354,organic,2023-03,MY
M017-ST2,M017,S04,C009355,merchant-referral,2023-03,MY
M017-ST2,M017,S04,C009356,promo,2023-03,MY
M017-ST2,M017,S04,C009357,organic,2023-03,MY
M017-ST2,M017,S04,C009358,merchant-referral,2023-03,MY
M017-ST2,M017,S04,C009359,promo,2023-03,MY
M017-ST2,M017,S04,C009360,merchant-referral,2023-03,MY
M017-ST2,M017,S04,C009361,organic,2023-03,MY
M017-ST2,M017,S04,C009362,merchant-referral,2023-03,MY
M017-ST2,M017,S04,C009363,organic,2023-04,MY
M017-ST2,M017,S04,C009364,organic,2023-04,MY
M017-ST2,M017,S04,C009365,organic,2023-04,MY
M017-ST2,M017,S04,C009366,organic,2023-04,MY
M017-ST2,M017,S04,C009367,merchant-referral,2023-05,MY
M017-ST2,M017,S04,C009368,paid-social,2023-05,MY
M017-ST2,M017,S04,C009369,paid-social,2023-05,MY
M017-ST2,M017,S04,C009370,organic,2023-05,MY
M017-ST2,M017,S04,C009371,paid-social,2023-06,MY
M017-ST2,M017,S04,C009372,organic,2023-06,MY
M017-ST2,M017,S04,C009373,organic,2023-06,MY
M017-ST2,M017,S04,C009374,merchant-referral,2023-06,MY
M017-ST2,M017,S04,C009375,organic,2023-06,MY
M017-ST2,M017,S04,C009376,merchant-referral,2023-06,MY
M017-ST2,M017,S04,C009377,organic,2023-06,MY
M017-ST2,M017,S04,C009378,promo,2023-06,MY
M017-ST2,M017,S04,C009379,organic,2023-07,MY
M017-ST2,M017,S04,C009380,organic,2023-07,MY
M017-ST2,M017,S04,C009381,paid-social,2023-07,MY
M017-ST2,M017,S04,C009382,paid-social,2023-07,MY
M017-ST2,M017,S04,C009383,organic,2023-07,MY
M017-ST2,M017,S04,C009384,organic,2023-07,MY
M017-ST2,M017,S04,C009385,promo,2023-08,MY
M017-ST2,M017,S04,C009386,promo,2023-08,MY
M017-ST2,M017,S04,C009387,organic,2023-08,MY
M017-ST2,M017,S04,C009388,organic,2023-08,MY
M017-ST2,M017,S04,C009389,merchant-referral,2023-08,MY
M017-ST2,M017,S04,C009390,merchant-referral,2023-08,MY
M017-ST2,M017,S04,C009391,organic,2023-08,MY
M017-ST2,M017,S04,C009392,merchant-referral,2023-08,MY
M017-ST2,M017,S04,C009393,merchant-referral,2023-08,MY
M017-ST2,M017,S04,C009394,promo,2023-08,MY
M017-ST2,M017,S04,C009395,merchant-referral,2023-08,MY
M017-ST2,M017,S04,C009396,organic,2023-08,MY
M017-ST2,M017,S04,C009397,organic,2023-09,MY
M017-ST2,M017,S04,C009398,merchant-referral,2023-09,MY
M017-ST2,M017,S04,C009399,organic,2023-09,MY
M017-ST2,M017,S04,C009400,merchant-referral,2023-09,MY
M017-ST2,M017,S04,C009401,organic,2023-09,MY
M017-ST2,M017,S04,C009402,organic,2023-09,MY
M017-ST2,M017,S04,C009403,organic,2023-09,MY
M017-ST2,M017,S04,C009404,merchant-referral,2023-09,MY
M017-ST2,M017,S04,C009405,organic,2023-09,MY
M017-ST2,M017,S04,C009406,organic,2023-09,MY
M017-ST2,M017,S04,C009407,promo,2023-10,MY
M017-ST2,M017,S04,C009408,promo,2023-10,MY
M017-ST2,M017,S04,C009409,merchant-referral,2023-10,MY
M017-ST2,M017,S04,C009410,merchant-referral,2023-10,MY
M017-ST2,M017,S04,C009411,organic,2023-10,MY
M017-ST2,M017,S04,C009412,promo,2023-10,MY
M017-ST2,M017,S04,C009413,organic,2023-10,MY
M017-ST2,M017,S04,C009414,organic,2023-11,MY
M017-ST2,M017,S04,C009415,organic,2023-11,MY
M017-ST2,M017,S04,C009416,organic,2023-11,MY
M017-ST2,M017,S04,C009417,promo,2023-11,MY
M017-ST2,M017,S04,C009418,organic,2023-11,MY
M017-ST2,M017,S04,C009419,merchant-referral,2023-11,MY
M017-ST2,M017,S04,C009420,merchant-referral,2023-11,MY
M017-ST2,M017,S04,C009421,organic,2023-11,MY
M017-ST2,M017,S04,C009422,merchant-referral,2023-11,MY
M017-ST2,M017,S04,C009423,organic,2023-11,MY
M017-ST2,M017,S04,C009424,promo,2023-11,MY
M017-ST2,M017,S04,C009425,paid-social,2023-11,MY
M017-ST2,M017,S04,C009426,organic,2023-12,MY
M017-ST2,M017,S04,C009427,organic,2023-12,MY
M017-ST2,M017,S04,C009428,merchant-referral,2023-12,MY
M017-ST2,M017,S04,C009429,paid-social,2023-12,MY
M017-ST2,M017,S04,C009430,paid-social,2023-12,MY
M017-ST2,M017,S04,C009431,paid-social,2023-12,MY
M017-ST2,M017,S04,C009432,promo,2023-12,MY
M017-ST2,M017,S04,C009433,organic,2023-12,MY
M017-ST2,M017,S04,C009434,promo,2023-12,MY
M017-ST2,M017,S04,C009435,organic,2023-12,MY
M017-ST2,M017,S04,C009436,merchant-referral,2023-12,MY
M017-ST2,M017,S04,C009437,merchant-referral,2024-01,MY
M017-ST2,M017,S04,C009438,merchant-referral,2024-01,MY
M017-ST2,M017,S04,C009439,organic,2024-01,MY
M017-ST2,M017,S04,C009440,promo,2024-01,MY
M017-ST2,M017,S04,C009441,organic,2024-01,MY
M017-ST2,M017,S04,C009442,paid-social,2024-01,MY
M017-ST2,M017,S04,C009443,merchant-referral,2024-01,MY
M017-ST2,M017,S04,C009444,organic,2024-01,MY
M017-ST2,M017,S04,C009445,organic,2024-01,MY
M017-ST2,M017,S04,C009446,paid-social,2024-01,MY
M017-ST2,M017,S04,C009447,promo,2024-01,MY
M017-ST2,M017,S04,C009448,merchant-referral,2024-02,MY
M017-ST2,M017,S04,C009449,promo,2024-02,MY
M017-ST2,M017,S04,C009450,paid-social,2024-02,MY
M017-ST2,M017,S04,C009451,merchant-referral,2024-03,MY
M017-ST2,M017,S04,C009452,paid-social,2024-03,MY
M017-ST2,M017,S04,C009453,organic,2024-03,MY
M017-ST2,M017,S04,C009454,promo,2024-04,MY
M017-ST2,M017,S04,C009455,merchant-referral,2024-04,MY
M017-ST2,M017,S04,C009456,paid-social,2024-04,MY
M017-ST2,M017,S04,C009457,paid-social,2024-04,MY
M017-ST2,M017,S04,C009458,paid-social,2024-04,MY
M017-ST2,M017,S04,C009459,promo,2024-04,MY
M017-ST2,M017,S04,C009460,merchant-referral,2024-04,MY
M017-ST2,M017,S04,C009461,merchant-referral,2024-04,MY
M017-ST2,M017,S04,C009462,merchant-referral,2024-05,MY
M017-ST2,M017,S04,C009463,promo,2024-05,MY
M017-ST2,M017,S04,C009464,organic,2024-05,MY
M017-ST2,M017,S04,C009465,organic,2024-05,MY
M017-ST2,M017,S04,C009466,merchant-referral,2024-05,MY
M017-ST2,M017,S04,C009467,promo,2024-06,MY
M017-ST2,M017,S04,C009468,organic,2024-06,MY
M017-ST2,M017,S04,C009469,organic,2024-06,MY
M017-ST2,M017,S04,C009470,paid-social,2024-06,MY
M017-ST2,M017,S04,C009471,merchant-referral,2024-06,MY
M017-ST2,M017,S04,C009472,organic,2024-06,MY
M017-ST2,M017,S04,C009473,organic,2024-06,MY
M017-ST2,M017,S04,C009474,merchant-referral,2024-06,MY
M017-ST2,M017,S04,C009475,merchant-referral,2024-06,MY
M017-ST2,M017,S04,C009476,organic,2024-07,MY
M017-ST2,M017,S04,C009477,merchant-referral,2024-07,MY
M017-ST2,M017,S04,C009478,paid-social,2024-07,MY
M017-ST2,M017,S04,C009479,merchant-referral,2024-07,MY
M017-ST2,M017,S04,C009480,organic,2024-07,MY
M017-ST2,M017,S04,C009481,promo,2024-07,MY
M017-ST2,M017,S04,C009482,organic,2024-08,MY
M017-ST2,M017,S04,C009483,organic,2024-08,MY
M017-ST2,M017,S04,C009484,promo,2024-08,MY
M017-ST2,M017,S04,C009485,paid-social,2024-08,MY
M017-ST2,M017,S04,C009486,organic,2024-08,MY
M017-ST2,M017,S04,C009487,merchant-referral,2024-08,MY
M017-ST2,M017,S04,C009488,merchant-referral,2024-08,MY
M017-ST2,M017,S04,C009489,promo,2024-09,MY
M017-ST2,M017,S04,C009490,organic,2024-09,MY
M017-ST2,M017,S04,C009491,organic,2024-09,MY
M017-ST2,M017,S04,C009492,promo,2024-09,MY
M017-ST2,M017,S04,C009493,paid-social,2024-09,MY
M017-ST2,M017,S04,C009494,paid-social,2024-09,MY
M017-ST2,M017,S04,C009495,promo,2024-09,MY
M017-ST2,M017,S04,C009496,paid-social,2024-09,MY
M017-ST2,M017,S04,C009497,organic,2024-09,MY
M017-ST2,M017,S04,C009498,organic,2024-09,MY
M017-ST2,M017,S04,C009499,organic,2024-09,MY
M017-ST2,M017,S04,C009500,merchant-referral,2024-10,MY
M017-ST2,M017,S04,C009501,merchant-referral,2024-10,MY
M017-ST2,M017,S04,C009502,paid-social,2024-10,MY
M017-ST2,M017,S04,C009503,organic,2024-10,MY
M017-ST2,M017,S04,C009504,organic,2024-10,MY
M017-ST2,M017,S04,C009505,organic,2024-10,MY
M017-ST2,M017,S04,C009506,organic,2024-10,MY
M017-ST2,M017,S04,C009507,organic,2024-10,MY
M017-ST2,M017,S04,C009508,organic,2024-11,MY
M017-ST2,M017,S04,C009509,organic,2024-11,MY
M017-ST2,M017,S04,C009510,merchant-referral,2024-11,MY
M017-ST2,M017,S04,C009511,organic,2024-11,MY
M017-ST2,M017,S04,C009512,organic,2024-11,MY
M017-ST2,M017,S04,C009513,organic,2024-11,MY
M017-ST2,M017,S04,C009514,paid-social,2024-12,MY
M017-ST2,M017,S04,C009515,paid-social,2024-12,MY
M017-ST2,M017,S04,C009516,organic,2024-12,MY
M017-ST2,M017,S04,C009517,organic,2024-12,MY
M017-ST2,M017,S04,C009518,merchant-referral,2024-12,MY
M017-ST2,M017,S04,C009519,paid-social,2024-12,MY
M017-ST2,M017,S04,C009520,merchant-referral,2024-12,MY
M017-ST2,M017,S04,C009521,merchant-referral,2024-12,MY
M017-ST2,M017,S04,C009522,merchant-referral,2024-12,MY
M017-ST2,M017,S04,C009523,merchant-referral,2024-12,MY
M017-ST2,M017,S04,C009524,paid-social,2025-01,MY
M017-ST2,M017,S04,C009525,merchant-referral,2025-01,MY
M017-ST2,M017,S04,C009526,organic,2025-01,MY
M017-ST2,M017,S04,C009527,paid-social,2025-01,MY
M017-ST2,M017,S04,C009528,organic,2025-01,MY
M017-ST2,M017,S04,C009529,organic,2025-01,MY
M017-ST2,M017,S04,C009530,merchant-referral,2025-01,MY
M017-ST2,M017,S04,C009531,paid-social,2025-01,MY
M017-ST2,M017,S04,C009532,merchant-referral,2025-01,MY
M017-ST2,M017,S04,C009533,organic,2025-02,MY
M017-ST2,M017,S04,C009534,merchant-referral,2025-02,MY
M017-ST2,M017,S04,C009535,promo,2025-02,MY
M017-ST2,M017,S04,C009536,merchant-referral,2025-02,MY
M017-ST2,M017,S04,C009537,organic,2025-02,MY
M017-ST2,M017,S04,C009538,paid-social,2025-02,MY
M017-ST2,M017,S04,C009539,organic,2025-02,MY
M017-ST2,M017,S04,C009540,organic,2025-02,MY
M017-ST2,M017,S04,C009541,merchant-referral,2025-03,MY
M017-ST2,M017,S04,C009542,organic,2025-03,MY
M017-ST2,M017,S04,C009543,paid-social,2025-03,MY
M017-ST2,M017,S04,C009544,promo,2025-03,MY
M017-ST2,M017,S04,C009545,merchant-referral,2025-03,MY
M017-ST2,M017,S04,C009546,merchant-referral,2025-03,MY
M017-ST2,M017,S04,C009547,promo,2025-03,MY
M017-ST2,M017,S04,C009548,promo,2025-03,MY
M017-ST2,M017,S04,C009549,merchant-referral,2025-03,MY
M017-ST2,M017,S04,C009550,promo,2025-04,MY
M017-ST2,M017,S04,C009551,paid-social,2025-04,MY
M017-ST2,M017,S04,C009552,organic,2025-04,MY
M017-ST2,M017,S04,C009553,organic,2025-04,MY
M017-ST2,M017,S04,C009554,organic,2025-04,MY
M017-ST2,M017,S04,C009555,organic,2025-04,MY
M017-ST2,M017,S04,C009556,organic,2025-04,MY
M017-ST2,M017,S04,C009557,merchant-referral,2025-04,MY
M017-ST2,M017,S04,C009558,organic,2025-04,MY
M017-ST2,M017,S04,C009559,organic,2025-04,MY
M017-ST2,M017,S04,C009560,paid-social,2025-05,MY
M017-ST2,M017,S04,C009561,merchant-referral,2025-05,MY
M017-ST2,M017,S04,C009562,organic,2025-05,MY
M017-ST2,M017,S04,C009563,promo,2025-05,MY
M017-ST2,M017,S04,C009564,merchant-referral,2025-05,MY
M017-ST2,M017,S04,C009565,organic,2025-05,MY
M017-ST2,M017,S04,C009566,promo,2025-05,MY
M017-ST2,M017,S04,C009567,paid-social,2025-06,MY
M017-ST2,M017,S04,C009568,promo,2025-06,MY
M017-ST2,M017,S04,C009569,paid-social,2025-06,MY
M017-ST2,M017,S04,C009570,paid-social,2025-06,MY
M017-ST2,M017,S04,C009571,promo,2025-06,MY
M017-ST2,M017,S04,C009572,promo,2025-06,MY
M017-ST2,M017,S04,C009573,merchant-referral,2025-06,MY
M017-ST2,M017,S04,C009574,organic,2025-07,MY
M017-ST2,M017,S04,C009575,promo,2025-07,MY
M017-ST2,M017,S04,C009576,merchant-referral,2025-07,MY
M017-ST2,M017,S04,C009577,merchant-referral,2025-07,MY
M017-ST2,M017,S04,C009578,promo,2025-08,MY
M017-ST2,M017,S04,C009579,promo,2025-08,MY
M017-ST2,M017,S04,C009580,organic,2025-08,MY
M017-ST2,M017,S04,C009581,merchant-referral,2025-08,MY
M017-ST2,M017,S04,C009582,paid-social,2025-08,MY
M017-ST2,M017,S04,C009583,paid-social,2025-08,MY
M017-ST2,M017,S04,C009584,organic,2025-08,MY
M017-ST2,M017,S04,C009585,promo,2025-08,MY
M017-ST2,M017,S04,C009586,paid-social,2025-08,MY
M017-ST2,M017,S04,C009587,organic,2025-08,MY
M017-ST2,M017,S04,C009588,paid-social,2025-08,MY
M017-ST2,M017,S04,C009589,merchant-referral,2025-08,MY
M017-ST2,M017,S04,C009590,promo,2025-08,MY
M017-ST2,M017,S04,C009591,organic,2025-08,MY
M017-ST2,M017,S04,C009592,organic,2025-09,MY
M017-ST2,M017,S04,C009593,organic,2025-09,MY
M017-ST2,M017,S04,C009594,organic,2025-09,MY
M017-ST2,M017,S04,C009595,merchant-referral,2025-09,MY
M017-ST2,M017,S04,C009596,organic,2025-09,MY
M017-ST2,M017,S04,C009597,organic,2025-09,MY
M017-ST2,M017,S04,C009598,merchant-referral,2025-09,MY
M017-ST2,M017,S04,C009599,merchant-referral,2025-09,MY
M017-ST2,M017,S04,C009600,organic,2025-09,MY
M017-ST2,M017,S04,C009601,organic,2025-10,MY
M017-ST2,M017,S04,C009602,organic,2025-10,MY
M017-ST2,M017,S04,C009603,organic,2025-10,MY
M017-ST2,M017,S04,C009604,paid-social,2025-10,MY
M017-ST2,M017,S04,C009605,promo,2025-10,MY
M017-ST2,M017,S04,C009606,organic,2025-10,MY
M017-ST2,M017,S04,C009607,paid-social,2025-10,MY
M017-ST2,M017,S04,C009608,paid-social,2025-10,MY
M017-ST2,M017,S04,C009609,paid-social,2025-11,MY
M017-ST2,M017,S04,C009610,promo,2025-11,MY
M017-ST2,M017,S04,C009611,promo,2025-11,MY
M017-ST2,M017,S04,C009612,merchant-referral,2025-11,MY
M017-ST2,M017,S04,C009613,organic,2025-11,MY
M017-ST2,M017,S04,C009614,merchant-referral,2025-11,MY
M017-ST2,M017,S04,C009615,promo,2025-11,MY
M017-ST2,M017,S04,C009616,organic,2025-11,MY
M017-ST2,M017,S04,C009617,organic,2025-11,MY
M017-ST2,M017,S04,C009618,organic,2025-11,MY
M017-ST2,M017,S04,C009619,promo,2025-11,MY
M017-ST2,M017,S04,C009620,merchant-referral,2025-12,MY
M017-ST2,M017,S04,C009621,merchant-referral,2025-12,MY
M017-ST2,M017,S04,C009622,organic,2025-12,MY
M017-ST2,M017,S04,C009623,merchant-referral,2025-12,MY
M017-ST2,M017,S04,C009624,organic,2025-12,MY
M017-ST2,M017,S04,C009625,organic,2025-12,MY
M017-ST2,M017,S04,C009626,organic,2025-12,MY
M017-ST2,M017,S04,C009627,organic,2025-12,MY
M017-ST2,M017,S04,C009628,organic,2025-12,MY
M017-ST2,M017,S04,C009629,organic,2025-12,MY
M017-ST2,M017,S04,C009630,paid-social,2025-12,MY
M017-ST2,M017,S04,C009631,organic,2025-12,MY
M017-ST2,M017,S04,C009632,promo,2026-01,MY
M017-ST2,M017,S04,C009633,merchant-referral,2026-01,MY
M017-ST2,M017,S04,C009634,organic,2026-01,MY
M017-ST2,M017,S04,C009635,organic,2026-01,MY
M017-ST2,M017,S04,C009636,merchant-referral,2026-01,MY
M017-ST2,M017,S04,C009637,organic,2026-01,MY
M017-ST2,M017,S04,C009638,organic,2026-01,MY
M017-ST2,M017,S04,C009639,organic,2026-01,MY
M017-ST2,M017,S04,C009640,promo,2026-01,MY
M017-ST2,M017,S04,C009641,organic,2026-01,MY
M017-ST2,M017,S04,C009642,merchant-referral,2026-01,MY
M017-ST2,M017,S04,C009643,organic,2026-01,MY
M017-ST2,M017,S04,C009644,merchant-referral,2026-01,MY
M017-ST2,M017,S04,C009645,organic,2026-02,MY
