sku_id,owner,merchant_id,category,product_line,list_price,unit_cost
M046-CAP-03,merchant,M046,Apparel,Cap,25.9,13.22
M046-PEN-04,merchant,M046,Stationery,Pen set,12.33,5.71
M046-STI-05,merchant,M046,Stationery,Sticker pack,7.75,2.93
M047-CUS-01,merchant,M047,Home,Cushion,36.03,19.42
M047-TOT-02,merchant,M047,Bags,Tote,25.97,12.57
M047-BLA-03,merchant,M047,Home,Blanket,90.35,48.68
M047-T-S-04,merchant,M047,Apparel,T-shirt,27.64,14.98
M047-T-S-05,merchant,M047,Apparel,T-shirt,36.04,18.47
M047-CAP-06,merchant,M047,Apparel,Cap,22.14,10.51
M047-BOT-07,merchant,M047,Drinkware,Bottle,29.86,15.49
M047-BOT-08,merchant,M047,Drinkware,Bottle,30.46,15.58
M047-NOT-09,merchant,M047,Stationery,Notebook,16.09,7.18
M047-TUM-10,merchant,M047,Drinkware,Tumbler,38.54,18.81
M047-T-S-11,merchant,M047,Apparel,T-shirt,35.9,19.24
M047-PEN-12,merchant,M047,Stationery,Pen set,13.55,6.25
M047-TOT-13,merchant,M047,Bags,Tote,23.22,12.28
M048-T-S-01,merchant,M048,Apparel,T-shirt,37.31,18.7
M048-BAC-02,merchant,M048,Bags,Backpack,85.31,46.8
M048-TUM-03,merchant,M048,Drinkware,Tumbler,32.5,16.9
M048-PEN-04,merchant,M048,Stationery,Pen set,11.11,4.94
M048-POS-05,merchant,M048,Home,Poster,27.79,11.06
M048-BOT-06,merchant,M048,Drinkware,Bottle,33.7,16.87
M048-POU-07,merchant,M048,Bags,Pouch,15.54,6.85
M048-POS-08,merchant,M048,Home,Poster,23.53,9.45
M048-PEN-09,merchant,M048,Stationery,Pen set,13.25,5.82
M048-T-S-10,merchant,M048,Apparel,T-shirt,34.86,18.49
M048-BAC-11,merchant,M048,Bags,Backpack,71.85,42.47
M048-PEN-12,merchant,M048,Stationery,Pen set,12.22,5.74
M048-BOT-13,merchant,M048,Drinkware,Bottle,27.17,14.43
M048-PEN-14,merchant,M048,Stationery,Pen set,13.47,6.07
M048-BLA-15,merchant,M048,Home,Blanket,71.2,42.49
M049-POS-01,merchant,M049,Home,Poster,27.57,10.75
M049-POU-02,merchant,M049,Bags,Pouch,13.29,6.25
M049-NOT-03,merchant,M049,Stationery,Notebook,15.87,7.42
M050-POU-01,merchant,M050,Bags,Pouch,12.69,5.28
M050-PEN-02,merchant,M050,Stationery,Pen set,11.56,5.38
M050-POS-03,merchant,M050,Home,Poster,29.15,11.11
M050-T-S-04,merchant,M050,Apparel,T-shirt,31.07,15.31
M050-TUM-05,merchant,M050,Drinkware,Tumbler,43.46,21.22
M051-POU-01,merchant,M051,Bags,Pouch,12.83,5.62
M051-BAC-02,merchant,M051,Bags,Backpack,96.58,50.84
M051-HOO-03,merchant,M051,Apparel,Hoodie,82.03,46.86
M052-CUS-01,merchant,M052,Home,Cushion,34.74,19.44
M052-CAP-02,merchant,M052,Apparel,Cap,27.56,14.53
M052-MUG-03,merchant,M052,Drinkware,Mug,22.59,10.51
M052-POU-04,merchant,M052,Bags,Pouch,13.37,5.43
M053-BOT-01,merchant,M053,Drinkware,Bottle,35.18,16.61
M053-T-S-02,merchant,M053,Apparel,T-shirt,33.8,16.54
M053-STI-03,merchant,M053,Stationery,Sticker pack,9.56,3.27
M053-CAP-04,merchant,M053,Apparel,Cap,23.31,10.92
M053-T-S-05,merchant,M053,Apparel,T-shirt,35.9,18.0
M053-HOO-06,merchant,M053,Apparel,Hoodie,69.52,38.04
M053-POS-07,merchant,M053,Home,Poster,30.28,13.3
M053-STI-08,merchant,M053,Stationery,Sticker pack,8.86,2.97
M053-POS-09,merchant,M053,Home,Poster,25.88,10.29
M053-NOT-10,merchant,M053,Stationery,Notebook,14.55,7.08
M053-HOO-11,merchant,M053,Apparel,Hoodie,61.09,30.98
M054-POS-01,merchant,M054,Home,Poster,27.47,10.39
M054-T-S-02,merchant,M054,Apparel,T-shirt,33.78,17.9
M054-HOO-03,merchant,M054,Apparel,Hoodie,81.21,44.89
M054-T-S-04,merchant,M054,Apparel,T-shirt,35.21,17.78
M054-HOO-05,merchant,M054,Apparel,Hoodie,61.29,33.62
M054-MUG-06,merchant,M054,Drinkware,Mug,19.39,8.78
M054-POS-07,merchant,M054,Home,Poster,25.0,10.43
M055-TOT-01,merchant,M055,Bags,Tote,28.49,14.79
M055-NOT-02,merchant,M055,Stationery,Notebook,16.08,7.06
M055-PEN-03,merchant,M055,Stationery,Pen set,13.0,5.21
M055-STI-04,merchant,M055,Stationery,Sticker pack,8.12,2.78
M055-CAP-05,merchant,M055,Apparel,Cap,23.68,11.59
M055-CUS-06,merchant,M055,Home,Cushion,47.89,27.46
M055-STI-07,merchant,M055,Stationery,Sticker pack,9.43,3.58
M055-BOT-08,merchant,M055,Drinkware,Bottle,30.53,16.13
M055-STI-09,merchant,M055,Stationery,Sticker pack,9.5,3.12
M055-STI-10,merchant,M055,Stationery,Sticker pack,9.59,3.38
M055-POU-11,merchant,M055,Bags,Pouch,14.89,6.24
M055-BLA-12,merchant,M055,Home,Blanket,88.48,50.45
M055-T-S-13,merchant,M055,Apparel,T-shirt,34.87,18.47
M055-NOT-14,merchant,M055,Stationery,Notebook,13.97,6.79
M056-BOT-01,merchant,M056,Drinkware,Bottle,31.02,16.65
M056-T-S-02,merchant,M056,Apparel,T-shirt,33.57,17.09
M056-STI-03,merchant,M056,Stationery,Sticker pack,8.05,2.97
M056-CAP-04,merchant,M056,Apparel,Cap,24.45,12.47
M056-CAP-05,merchant,M056,Apparel,Cap,26.1,13.19
M056-BOT-06,merchant,M056,Drinkware,Bottle,29.52,15.67
M057-BLA-01,merchant,M057,Home,Blanket,80.79,44.21
M057-BLA-02,merchant,M057,Home,Blanket,78.13,46.17
M057-BLA-03,merchant,M057,Home,Blanket,89.24,53.59
M057-PEN-04,merchant,M057,Stationery,Pen set,13.82,6.21
M057-BOT-05,merchant,M057,Drinkware,Bottle,26.47,13.99
M057-BAC-06,merchant,M057,Bags,Backpack,75.54,41.48
M057-CUS-07,merchant,M057,Home,Cushion,40.42,22.71
M057-CUS-08,merchant,M057,Home,Cushion,45.61,25.42
M057-MUG-09,merchant,M057,Drinkware,Mug,22.23,10.56
M057-MUG-10,merchant,M057,Drinkware,Mug,20.22,9.49
M058-HOO-01,merchant,M058,Apparel,Hoodie,81.11,42.09
M058-POS-02,merchant,M058,Home,Poster,27.87,11.33
M058-PEN-03,merchant,M058,Stationery,Pen set,11.52,4.75
M058-NOT-04,merchant,M058,Stationery,Notebook,15.24,6.8
M058-TOT-05,merchant,M058,Bags,Tote,29.11,14.44
M058-T-S-06,merchant,M058,Apparel,T-shirt,28.9,16.08
M058-BAC-07,merchant,M058,Bags,Backpack,81.01,44.99
M058-TOT-08,merchant,M058,Bags,Tote,29.9,15.25
M058-BOT-09,merchant,M058,Drinkware,Bottle,28.08,14.02
M058-TUM-10,merchant,M058,Drinkware,Tumbler,41.37,21.9
M058-T-S-11,merchant,M058,Apparel,T-shirt,38.16,19.28
M059-NOT-01,merchant,M059,Stationery,Notebook,18.52,9.35
M059-MUG-02,merchant,M059,Drinkware,Mug,22.02,9.86
M059-MUG-03,merchant,M059,Drinkware,Mug,20.66,10.2
M059-TUM-04,merchant,M059,Drinkware,Tumbler,36.97,17.9
M059-NOT-05,merchant,M059,Stationery,Notebook,18.37,8.76
M060-POS-01,merchant,M060,Home,Poster,26.71,10.88
M060-CAP-02,merchant,M060,Apparel,Cap,22.67,10.65
M060-BLA-03,merchant,M060,Home,Blanket,76.61,44.87
M061-TUM-01,merchant,M061,Drinkware,Tumbler,32.59,17.87
M061-POU-02,merchant,M061,Bags,Pouch,15.56,6.73
M061-CUS-03,merchant,M061,Home,Cushion,41.98,23.64
M061-MUG-04,merchant,M061,Drinkware,Mug,20.99,9.58
M061-BOT-05,merchant,M061,Drinkware,Bottle,29.81,14.86
M061-POU-06,merchant,M061,Bags,Pouch,15.51,7.23
M061-NOT-07,merchant,M061,Stationery,Notebook,19.13,9.65
M062-MUG-01,merchant,M062,Drinkware,Mug,19.01,8.58
M062-BOT-02,merchant,M062,Drinkware,Bottle,28.54,13.71
M062-BLA-03,merchant,M062,Home,Blanket,73.72,44.2
M062-NOT-04,merchant,M062,Stationery,Notebook,14.38,7.17
M062-PEN-05,merchant,M062,Stationery,Pen set,12.4,5.69
M062-NOT-06,merchant,M062,Stationery,Notebook,17.6,8.38
M062-MUG-07,merchant,M062,Drinkware,Mug,22.92,10.61
M062-BAC-08,merchant,M062,Bags,Backpack,78.59,42.39
M062-STI-09,merchant,M062,Stationery,Sticker pack,7.43,2.94
M063-BLA-01,merchant,M063,Home,Blanket,67.15,39.73
M063-NOT-02,merchant,M063,Stationery,Notebook,16.98,7.88
M063-TOT-03,merchant,M063,Bags,Tote,22.22,11.32
M063-T-S-04,merchant,M063,Apparel,T-shirt,28.5,14.73
M063-POU-05,merchant,M063,Bags,Pouch,15.86,6.75
M063-HOO-06,merchant,M063,Apparel,Hoodie,82.51,41.83
M064-HOO-01,merchant,M064,Apparel,Hoodie,76.38,43.72
M065-TUM-01,merchant,M065,Drinkware,Tumbler,34.96,17.63
M065-STI-02,merchant,M065,Stationery,Sticker pack,8.35,2.74
M065-CUS-03,merchant,M065,Home,Cushion,35.89,20.64
M065-BAC-04,merchant,M065,Bags,Backpack,89.6,49.65
M065-BOT-05,merchant,M065,Drinkware,Bottle,26.03,12.34
M065-TOT-06,merchant,M065,Bags,Tote,24.92,11.96
M065-TUM-07,merchant,M065,Drinkware,Tumbler,44.11,22.39
M065-STI-08,merchant,M065,Stationery,Sticker pack,7.41,2.65
M065-POU-09,merchant,M065,Bags,Pouch,16.75,7.52
M066-NOT-01,merchant,M066,Stationery,Notebook,18.66,8.21
M066-BAC-02,merchant,M066,Bags,Backpack,95.99,56.79
M066-TOT-03,merchant,M066,Bags,Tote,25.51,12.18
M066-BAC-04,merchant,M066,Bags,Backpack,82.3,44.27
M066-POU-05,merchant,M066,Bags,Pouch,16.84,8.03
M066-PEN-06,merchant,M066,Stationery,Pen set,11.1,4.94
M066-MUG-07,merchant,M066,Drinkware,Mug,21.93,10.69
M067-T-S-01,merchant,M067,Apparel,T-shirt,30.07,16.29
M067-HOO-02,merchant,M067,Apparel,Hoodie,63.72,35.05
M067-CUS-03,merchant,M067,Home,Cushion,43.79,24.04
M067-STI-04,merchant,M067,Stationery,Sticker pack,7.58,2.47
M067-PEN-05,merchant,M067,Stationery,Pen set,12.03,5.52
M068-TUM-01,merchant,M068,Drinkware,Tumbler,33.99,18.3
M068-POU-02,merchant,M068,Bags,Pouch,16.07,6.93
M068-STI-03,merchant,M068,Stationery,Sticker pack,9.1,3.36
M068-CAP-04,merchant,M068,Apparel,Cap,27.57,14.7
M068-BOT-05,merchant,M068,Drinkware,Bottle,31.61,16.99
M068-T-S-06,merchant,M068,Apparel,T-shirt,33.27,18.54
M068-MUG-07,merchant,M068,Drinkware,Mug,23.32,10.29
M068-BLA-08,merchant,M068,Home,Blanket,91.71,49.73
M068-BOT-09,merchant,M068,Drinkware,Bottle,29.24,14.0
M069-NOT-01,merchant,M069,Stationery,Notebook,18.9,8.37
M069-TOT-02,merchant,M069,Bags,Tote,29.18,14.15
M069-CUS-03,merchant,M069,Home,Cushion,47.25,27.37
M069-BOT-04,merchant,M069,Drinkware,Bottle,25.85,13.51
M069-TOT-05,merchant,M069,Bags,Tote,23.01,11.31
M069-CAP-06,merchant,M069,Apparel,Cap,28.41,14.07
M069-MUG-07,merchant,M069,Drinkware,Mug,23.31,11.39
M069-NOT-08,merchant,M069,Stationery,Notebook,17.99,8.33
M069-T-S-09,merchant,M069,Apparel,T-shirt,33.49,16.6
M069-NOT-10,merchant,M069,Stationery,Notebook,16.97,7.49
M069-TOT-11,merchant,M069,Bags,Tote,28.0,13.32
M069-HOO-12,merchant,M069,Apparel,Hoodie,59.85,33.46
M069-BOT-13,merchant,M069,Drinkware,Bottle,32.86,16.22
M069-TUM-14,merchant,M069,Drinkware,Tumbler,40.08,21.78
M069-TUM-15,merchant,M069,Drinkware,Tumbler,35.52,17.25
M070-T-S-01,merchant,M070,Apparel,T-shirt,31.54,16.24
M070-PEN-02,merchant,M070,Stationery,Pen set,11.64,5.64
M070-POS-03,merchant,M070,Home,Poster,26.86,11.3
M070-TOT-04,merchant,M070,Bags,Tote,22.56,10.43
M070-PEN-05,merchant,M070,Stationery,Pen set,12.01,4.92
M070-CAP-06,merchant,M070,Apparel,Cap,24.41,11.36
M071-BAC-01,merchant,M071,Bags,Backpack,95.91,52.72
M071-POS-02,merchant,M071,Home,Poster,25.1,10.44
M071-CUS-03,merchant,M071,Home,Cushion,47.18,27.12
M071-BLA-04,merchant,M071,Home,Blanket,70.03,40.34
M071-TOT-05,merchant,M071,Bags,Tote,30.23,15.0
M071-HOO-06,merchant,M071,Apparel,Hoodie,72.29,40.49
M071-BOT-07,merchant,M071,Drinkware,Bottle,35.05,17.91
M071-NOT-08,merchant,M071,Stationery,Notebook,13.85,6.94
M071-STI-09,merchant,M071,Stationery,Sticker pack,9.57,3.82
M071-POU-10,merchant,M071,Bags,Pouch,15.7,7.65
M071-CUS-11,merchant,M071,Home,Cushion,36.2,19.08
M071-PEN-12,merchant,M071,Stationery,Pen set,14.16,6.65
M072-CAP-01,merchant,M072,Apparel,Cap,21.23,11.01
M072-BOT-02,merchant,M072,Drinkware,Bottle,35.1,19.15
M072-T-S-03,merchant,M072,Apparel,T-shirt,28.44,14.73
M072-TOT-04,merchant,M072,Bags,Tote,25.72,11.7
M072-BLA-05,merchant,M072,Home,Blanket,71.39,39.47
M072-CAP-06,merchant,M072,Apparel,Cap,26.58,12.87
M072-STI-07,merchant,M072,Stationery,Sticker pack,7.6,2.55
M072-T-S-08,merchant,M072,Apparel,T-shirt,34.09,17.46
M072-PEN-09,merchant,M072,Stationery,Pen set,11.4,4.56
M072-TUM-10,merchant,M072,Drinkware,Tumbler,41.37,22.7
M073-BLA-01,merchant,M073,Home,Blanket,77.07,42.73
M073-BOT-02,merchant,M073,Drinkware,Bottle,29.03,14.63
M073-BAC-03,merchant,M073,Bags,Backpack,76.75,40.58
M073-POS-04,merchant,M073,Home,Poster,26.21,11.2
M073-BLA-05,merchant,M073,Home,Blanket,82.59,47.42
M073-POS-06,merchant,M073,Home,Poster,28.85,11.04
M073-T-S-07,merchant,M073,Apparel,T-shirt,36.5,19.66
M073-TOT-08,merchant,M073,Bags,Tote,25.44,12.35
M073-HOO-09,merchant,M073,Apparel,Hoodie,77.81,43.03
M073-T-S-10,merchant,M073,Apparel,T-shirt,30.65,16.5
M073-BOT-11,merchant,M073,Drinkware,Bottle,28.65,14.38
M073-TUM-12,merchant,M073,Drinkware,Tumbler,39.55,21.31
M073-POU-13,merchant,M073,Bags,Pouch,16.74,8.13
M073-MUG-14,merchant,M073,Drinkware,Mug,20.71,9.7
M073-POS-15,merchant,M073,Home,Poster,30.97,12.65
M074-PEN-01,merchant,M074,Stationery,Pen set,12.59,5.84
M074-TUM-02,merchant,M074,Drinkware,Tumbler,37.01,18.76
M074-MUG-03,merchant,M074,Drinkware,Mug,21.89,9.4
M074-BAC-04,merchant,M074,Bags,Backpack,82.26,43.37
M074-MUG-05,merchant,M074,Drinkware,Mug,21.91,10.13
M075-POU-01,merchant,M075,Bags,Pouch,15.75,6.99
M075-BAC-02,merchant,M075,Bags,Backpack,86.35,49.01
M075-TOT-03,merchant,M075,Bags,Tote,28.31,13.85
M075-MUG-04,merchant,M075,Drinkware,Mug,17.48,8.37
M075-HOO-05,merchant,M075,Apparel,Hoodie,68.55,37.45
M075-BAC-06,merchant,M075,Bags,Backpack,88.71,47.79
M075-CAP-07,merchant,M075,Apparel,Cap,27.59,14.65
M075-POS-08,merchant,M075,Home,Poster,31.32,11.98
M075-CAP-09,merchant,M075,Apparel,Cap,25.76,13.47
M075-STI-10,merchant,M075,Stationery,Sticker pack,8.11,3.24
M075-TUM-11,merchant,M075,Drinkware,Tumbler,44.56,24.0
M075-T-S-12,merchant,M075,Apparel,T-shirt,34.01,18.21
M075-POU-13,merchant,M075,Bags,Pouch,14.62,6.79
M076-BOT-01,merchant,M076,Drinkware,Bottle,25.92,12.5
M076-CAP-02,merchant,M076,Apparel,Cap,24.06,11.43
M076-PEN-03,merchant,M076,Stationery,Pen set,11.61,4.81
M076-BOT-04,merchant,M076,Drinkware,Bottle,34.42,18.18
M076-TUM-05,merchant,M076,Drinkware,Tumbler,33.93,17.13
M076-CAP-06,merchant,M076,Apparel,Cap,28.39,13.84
M077-CAP-01,merchant,M077,Apparel,Cap,28.2,14.05
M077-PEN-02,merchant,M077,Stationery,Pen set,11.86,5.69
M077-POS-03,merchant,M077,Home,Poster,31.62,11.83
M077-TUM-04,merchant,M077,Drinkware,Tumbler,44.09,24.05
M077-BOT-05,merchant,M077,Drinkware,Bottle,26.83,14.58
M078-PEN-01,merchant,M078,Stationery,Pen set,11.36,4.73
M078-BLA-02,merchant,M078,Home,Blanket,81.51,47.21
M078-T-S-03,merchant,M078,Apparel,T-shirt,36.54,17.77
M078-HOO-04,merchant,M078,Apparel,Hoodie,75.38,38.13
M078-CUS-05,merchant,M078,Home,Cushion,37.13,19.8
M078-POU-06,merchant,M078,Bags,Pouch,14.38,6.49
M078-BOT-07,merchant,M078,Drinkware,Bottle,34.95,17.2
M079-CAP-01,merchant,M079,Apparel,Cap,24.53,12.08
M079-NOT-02,merchant,M079,Stationery,Notebook,16.52,8.47
M079-BOT-03,merchant,M079,Drinkware,Bottle,26.96,13.96
M079-BOT-04,merchant,M079,Drinkware,Bottle,28.76,15.23
M079-BAC-05,merchant,M079,Bags,Backpack,92.03,48.63
M080-POU-01,merchant,M080,Bags,Pouch,14.36,6.2
M080-T-S-02,merchant,M080,Apparel,T-shirt,31.85,17.25
M080-PEN-03,merchant,M080,Stationery,Pen set,13.4,6.35
M080-NOT-04,merchant,M080,Stationery,Notebook,17.54,8.17
M080-CUS-05,merchant,M080,Home,Cushion,47.6,24.83
M081-BOT-01,merchant,M081,Drinkware,Bottle,29.54,16.14
M081-T-S-02,merchant,M081,Apparel,T-shirt,28.28,13.75
M081-PEN-03,merchant,M081,Stationery,Pen set,13.86,6.45
M081-TOT-04,merchant,M081,Bags,Tote,26.71,12.43
M081-POS-05,merchant,M081,Home,Poster,27.28,12.24
M081-HOO-06,merchant,M081,Apparel,Hoodie,61.68,32.92
M081-CUS-07,merchant,M081,Home,Cushion,37.37,20.06
M082-MUG-01,merchant,M082,Drinkware,Mug,21.78,10.5
M082-PEN-02,merchant,M082,Stationery,Pen set,13.72,6.02
M082-TUM-03,merchant,M082,Drinkware,Tumbler,33.97,18.91
M082-CUS-04,merchant,M082,Home,Cushion,35.19,18.33
M083-CUS-01,merchant,M083,Home,Cushion,43.61,25.19
M083-BLA-02,merchant,M083,Home,Blanket,90.07,53.44
M083-TOT-03,merchant,M083,Bags,Tote,29.55,14.52
M083-CAP-04,merchant,M083,Apparel,Cap,23.72,11.76
M083-BAC-05,merchant,M083,Bags,Backpack,74.64,40.45
M083-POU-06,merchant,M083,Bags,Pouch,14.3,6.92
M083-TUM-07,merchant,M083,Drinkware,Tumbler,39.11,21.22
M083-NOT-08,merchant,M083,Stationery,Notebook,15.99,7.49
M084-CAP-01,merchant,M084,Apparel,Cap,24.01,12.15
M084-TOT-02,merchant,M084,Bags,Tote,26.1,12.65
M084-TUM-03,merchant,M084,Drinkware,Tumbler,36.14,19.7
M084-HOO-04,merchant,M084,Apparel,Hoodie,68.83,34.77
M084-TUM-05,merchant,M084,Drinkware,Tumbler,37.61,19.37
M084-PEN-06,merchant,M084,Stationery,Pen set,13.06,5.82
M084-BOT-07,merchant,M084,Drinkware,Bottle,32.24,17.55
M084-NOT-08,merchant,M084,Stationery,Notebook,16.72,7.96
M084-POS-09,merchant,M084,Home,Poster,31.84,12.5
M084-BLA-10,merchant,M084,Home,Blanket,79.85,47.33
M084-POS-11,merchant,M084,Home,Poster,30.51,11.59
M084-PEN-12,merchant,M084,Stationery,Pen set,13.69,6.41
M084-TUM-13,merchant,M084,Drinkware,Tumbler,43.29,21.91
M085-POS-01,merchant,M085,Home,Poster,23.84,10.5
M085-T-S-02,merchant,M085,Apparel,T-shirt,34.68,16.79
M085-TOT-03,merchant,M085,Bags,Tote,24.78,12.04
M085-STI-04,merchant,M085,Stationery,Sticker pack,7.53,2.43
M085-BLA-05,merchant,M085,Home,Blanket,82.16,49.61
M085-MUG-06,merchant,M085,Drinkware,Mug,23.2,10.62
M085-T-S-07,merchant,M085,Apparel,T-shirt,35.84,17.86
M085-TUM-08,merchant,M085,Drinkware,Tumbler,42.26,20.56
M086-NOT-01,merchant,M086,Stationery,Notebook,16.14,7.51
M086-TUM-02,merchant,M086,Drinkware,Tumbler,42.18,20.5
M086-HOO-03,merchant,M086,Apparel,Hoodie,61.93,35.02
M086-TUM-04,merchant,M086,Drinkware,Tumbler,34.69,19.16
M086-POU-05,merchant,M086,Bags,Pouch,17.36,7.21
M086-PEN-06,merchant,M086,Stationery,Pen set,12.58,5.06
M087-CUS-01,merchant,M087,Home,Cushion,38.32,21.82
M087-STI-02,merchant,M087,Stationery,Sticker pack,8.11,3.18
M087-BLA-03,merchant,M087,Home,Blanket,87.86,52.99
M087-TOT-04,merchant,M087,Bags,Tote,28.92,14.05
M087-CAP-05,merchant,M087,Apparel,Cap,26.97,12.76
M087-STI-06,merchant,M087,Stationery,Sticker pack,7.07,2.4
M087-POU-07,merchant,M087,Bags,Pouch,16.16,7.69
M087-PEN-08,merchant,M087,Stationery,Pen set,11.99,4.86
M087-BAC-09,merchant,M087,Bags,Backpack,88.18,49.21
M087-T-S-10,merchant,M087,Apparel,T-shirt,37.47,19.32
M087-CAP-11,merchant,M087,Apparel,Cap,20.75,11.17
M087-TOT-12,merchant,M087,Bags,Tote,23.23,11.2
M088-BLA-01,merchant,M088,Home,Blanket,80.5,45.88
M088-TUM-02,merchant,M088,Drinkware,Tumbler,37.16,19.15
M088-POU-03,merchant,M088,Bags,Pouch,17.25,8.27
M088-POU-04,merchant,M088,Bags,Pouch,13.17,5.79
M088-PEN-05,merchant,M088,Stationery,Pen set,11.83,4.71
M088-STI-06,merchant,M088,Stationery,Sticker pack,7.27,2.45
M089-NOT-01,merchant,M089,Stationery,Notebook,18.83,8.66
M089-CUS-02,merchant,M089,Home,Cushion,36.0,18.64
M089-MUG-03,merchant,M089,Drinkware,Mug,18.01,8.84
M089-HOO-04,merchant,M089,Apparel,Hoodie,59.97,33.2
M089-CAP-05,merchant,M089,Apparel,Cap,28.59,14.66
M089-STI-06,merchant,M089,Stationery,Sticker pack,8.91,3.25
M090-STI-01,merchant,M090,Stationery,Sticker pack,9.26,3.61
M090-NOT-02,merchant,M090,Stationery,Notebook,18.48,9.26
M090-MUG-03,merchant,M090,Drinkware,Mug,20.05,9.65
M090-POS-04,merchant,M090,Home,Poster,27.1,10.89
M090-BAC-05,merchant,M090,Bags,Backpack,93.45,51.49
M090-POS-06,merchant,M090,Home,Poster,30.22,12.97
M090-POU-07,merchant,M090,Bags,Pouch,17.36,7.77
M090-POS-08,merchant,M090,Home,Poster,25.34,10.36
M090-T-S-09,merchant,M090,Apparel,T-shirt,29.29,15.04
M090-HOO-10,merchant,M090,Apparel,Hoodie,72.3,41.69
M091-BOT-01,merchant,M091,Drinkware,Bottle,25.73,12.37
M091-BOT-02,merchant,M091,Drinkware,Bottle,26.06,12.73
M091-NOT-03,merchant,M091,Stationery,Notebook,17.36,8.12
M091-CUS-04,merchant,M091,Home,Cushion,40.04,21.92
M091-NOT-05,merchant,M091,Stationery,Notebook,14.07,6.99
M091-BOT-06,merchant,M091,Drinkware,Bottle,31.86,16.45
M092-POU-01,merchant,M092,Bags,Pouch,16.26,7.11
M092-TOT-02,merchant,M092,Bags,Tote,22.83,10.94
M092-HOO-03,merchant,M092,Apparel,Hoodie,73.16,38.5
M092-TOT-04,merchant,M092,Bags,Tote,28.06,12.75
M093-CAP-01,merchant,M093,Apparel,Cap,23.15,10.82
M093-MUG-02,merchant,M093,Drinkware,Mug,23.09,10.84
M093-NOT-03,merchant,M093,Stationery,Notebook,16.59,8.65
M093-BAC-04,merchant,M093,Bags,Backpack,74.31,41.72
M094-CUS-01,merchant,M094,Home,Cushion,38.34,19.74
M094-MUG-02,merchant,M094,Drinkware,Mug,19.41,9.42
M094-T-S-03,merchant,M094,Apparel,T-shirt,31.7,16.03
M095-TUM-01,merchant,M095,Drinkware,Tumbler,34.55,17.99
M095-MUG-02,merchant,M095,Drinkware,Mug,21.06,10.03
M095-TUM-03,merchant,M095,Drinkware,Tumbler,35.71,17.22
M095-TUM-04,merchant,M095,Drinkware,Tumbler,43.84,24.22
M095-STI-05,merchant,M095,Stationery,Sticker pack,8.13,2.85
M095-CUS-06,merchant,M095,Home,Cushion,42.56,22.22
M095-HOO-07,merchant,M095,Apparel,Hoodie,67.98,34.28
M096-HOO-01,merchant,M096,Apparel,Hoodie,62.78,32.6
M096-BLA-02,merchant,M096,Home,Blanket,67.53,36.98
M096-MUG-03,merchant,M096,Drinkware,Mug,20.67,10.02
M096-CAP-04,merchant,M096,Apparel,Cap,20.99,10.0
M096-T-S-05,merchant,M096,Apparel,T-shirt,32.89,17.99
M096-NOT-06,merchant,M096,Stationery,Notebook,14.69,7.52
M096-BOT-07,merchant,M096,Drinkware,Bottle,28.04,14.19
M096-STI-08,merchant,M096,Stationery,Sticker pack,7.83,2.91
M096-MUG-09,merchant,M096,Drinkware,Mug,20.09,10.07
M096-PEN-10,merchant,M096,Stationery,Pen set,10.49,4.76
M096-T-S-11,merchant,M096,Apparel,T-shirt,35.36,19.39
M097-HOO-01,merchant,M097,Apparel,Hoodie,60.73,31.44
M097-STI-02,merchant,M097,Stationery,Sticker pack,8.23,2.86
M097-TUM-03,merchant,M097,Drinkware,Tumbler,38.59,18.81
M097-BLA-04,merchant,M097,Home,Blanket,92.55,53.65
M097-HOO-05,merchant,M097,Apparel,Hoodie,68.3,38.27
M097-HOO-06,merchant,M097,Apparel,Hoodie,72.23,39.65
M097-BLA-07,merchant,M097,Home,Blanket,86.62,50.72
M097-STI-08,merchant,M097,Stationery,Sticker pack,8.35,3.23
M097-T-S-09,merchant,M097,Apparel,T-shirt,34.51,19.25
M098-BLA-01,merchant,M098,Home,Blanket,72.91,42.71
M098-STI-02,merchant,M098,Stationery,Sticker pack,7.96,3.19
M098-CAP-03,merchant,M098,Apparel,Cap,25.52,13.57
M098-TOT-04,merchant,M098,Bags,Tote,27.54,13.72
M098-TUM-05,merchant,M098,Drinkware,Tumbler,37.51,18.65
M098-BAC-06,merchant,M098,Bags,Backpack,87.07,51.34
M098-POU-07,merchant,M098,Bags,Pouch,13.16,5.38
M098-PEN-08,merchant,M098,Stationery,Pen set,13.4,5.68
M098-POS-09,merchant,M098,Home,Poster,24.62,10.46
M098-CAP-10,merchant,M098,Apparel,Cap,27.72,14.44
M098-BLA-11,merchant,M098,Home,Blanket,82.25,48.82
M098-PEN-12,merchant,M098,Stationery,Pen set,11.37,4.77
M098-POU-13,merchant,M098,Bags,Pouch,13.79,6.06
M099-PEN-01,merchant,M099,Stationery,Pen set,10.9,4.89
M099-CUS-02,merchant,M099,Home,Cushion,36.9,20.88
M099-BLA-03,merchant,M099,Home,Blanket,72.25,39.78
M099-HOO-04,merchant,M099,Apparel,Hoodie,72.67,41.79
M099-T-S-05,merchant,M099,Apparel,T-shirt,37.42,18.37
M099-BLA-06,merchant,M099,Home,Blanket,88.18,47.28
M099-BOT-07,merchant,M099,Drinkware,Bottle,34.83,16.54
M099-PEN-08,merchant,M099,Stationery,Pen set,11.62,4.73
